"Entry","Name","Expt","ExptShort","MacroEnv","DTF","Tb","Pc","Tf_0","Tf_5","Tf","Pf_0","Pf_7","Pf","PTT","PTT_0","predicted_DTF_Tf","predicted_DTF_Pf","predicted_Pf","predicted_Tf"
1,"CDC Asterix AGL","Cordoba, Spain 2017","Sp17","Mediterranean",133,-11.6670497655887,7.24790205573759,1540.46666666667,870.466666666667,3103.83333333333,1472.73333333333,534.733333333333,501.5,12043.9,17358,129,131,488.857347078738,2965.43704826534
1,"CDC Asterix AGL","Marchouch, Morocco 2016","Mo16","Mediterranean",130,-9.84723234892149,7.19844654488484,1514.6,859.6,2804.6,1388.5,471.5,445.5,9620.4,16136.5,137,139,488.857347078738,2965.43704826534
1,"CDC Asterix AGL","Marchouch, Morocco 2017","Mo17","Mediterranean",123.666666666667,-14.0934729878116,7.23141688545334,1420.33333333333,797,3177.33333333333,1393.7,521.033333333333,492.166666666667,12732.5,16067.3,117,124,488.857347078738,2965.43704826534
1,"CDC Asterix AGL","Metaponto, Italy 2016","It16","Mediterranean",136.666666666667,-9.84723234892149,7.42923892886432,1402.6,712.6,2761.5,1452.46666666667,486.466666666667,427.233333333333,8996.93333333333,15209.9666666667,146,148,488.857347078738,2965.43704826534
1,"CDC Asterix AGL","Metaponto, Italy 2017","It17","Mediterranean",144.333333333333,-9.84723234892149,7.33032790715883,1565.83333333333,837.5,3000.2,1549.26666666667,529.6,481.466666666667,10295.0333333333,17031.6666666667,144,146,488.857347078738,2965.43704826534
2,"CDC Rosie AGL","Rosthern, Canada 2016","Ro16","Temperate",52.3333333333333,-36.0745983280277,5.093892837636,920.6,648.933333333333,2880.7,876.533333333333,496.2,599.733333333333,31878.4333333333,14932.0333333333,58,58,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Rosthern, Canada 2017","Ro17","Temperate",51,-37.0339731575551,5.03135210991068,900.6,640.6,2826.3,852.5,488.4,590.8,32113.7,14764.3,52,52,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Sutherland, Canada 2016","Su16","Temperate",57.3333333333333,-34.6355360837367,5.19812738384487,967.266666666667,675.6,2987.7,923.1,514.766666666667,619.866666666667,31818.5,15376.5666666667,55,55,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Sutherland, Canada 2017","Su17","Temperate",59,-35.5949109132641,5.40659647626262,928.333333333333,628.333333333333,3064.03333333333,962.733333333333,542.733333333333,638.333333333333,32641.7333333333,14939.5666666667,55,55,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Sutherland, Canada 2018","Su18","Temperate",50,-35.5949109132641,5.0105052006689,903.4,648.4,2718.7,821.5,464.5,566,30225.1,14604.9,53,53,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Central Ferry, USA 2018","Us18","Temperate",68,-26.9605374475178,5.38574956702085,1076.55,731.55,2936.85,887.433333333333,462.766666666667,606.5,26039.4,14371.4666666667,58,58.3333333333333,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Bhopal, India 2016","In16","South Asia",77,-10.6511653455527,5.0105052006689,1348.35,958.35,2179.2,797.766666666667,331.1,452.85,12682.8,13791.4666666667,79.3333333333333,79.6666666666667,591.451076286798,2837.1163774321
2,"CDC Rosie AGL","Bhopal, India 2017","In17","South Asia",75,-9.69179051602534,4.38509792341566,1584.7,1204.7,2321.2,741.866666666667,359.2,480.3,14681.5,13754.1666666667,59,58,591.451076286798,2837.1163774321
